path,artifact_identifier,identifier_basis,family,format,provenance,git_state,authority_status,maturity_status,lineage_parent,duplicate_group,encoding_condition,proposed_disposition,sha256,size_bytes
Knowledge/Research/Curation/QUALITY_REPORT.md,PATH:Knowledge/Research/Curation/QUALITY_REPORT.md,path_locator_only,knowledge_family/Research,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:f343145abbfffbb5,utf8,preserve_in_place_pending_later_semantic_disposition,f343145abbfffbb53abfb7ddde1d2b4d4bd55d9b2e245dd1a0770bd10fdf7227,29
Knowledge/Research/Curation/README.md,PATH:Knowledge/Research/Curation/README.md,path_locator_only,knowledge_family/Research,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:31c03b6142425333,utf8,preserve_in_place_pending_later_semantic_disposition,31c03b6142425333fe1e1e276fbbf8518f9c2bb261d864583e1bd8d023054b57,11
Knowledge/Research/Curation/ROADMAP.md,PATH:Knowledge/Research/Curation/ROADMAP.md,path_locator_only,knowledge_family/Research,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:4c43011131cd772c,utf8,preserve_in_place_pending_later_semantic_disposition,4c43011131cd772c3de9b9a4bc03d8701c537557f7ef9d5c931d591d585ac393,22
Knowledge/Research/META.yaml,PATH:Knowledge/Research/META.yaml,path_locator_only,knowledge_family/Research,yaml,live_repository_path:tracked,tracked,declared_non_normative,declared:Draft,unresolved,unique,utf8,preserve_in_place_pending_later_semantic_disposition,6fec73409864f6fd58d29d771f96bcf6c068b0f49819c06979b3437793e1a5ed,44
Knowledge/Research/README.md,PATH:Knowledge/Research/README.md,path_locator_only,knowledge_family/Research,md,live_repository_path:tracked,tracked,unverified_no_authority_inferred,not_assessed_at_m0,unresolved,unique,utf8,preserve_in_place_pending_later_semantic_disposition,eb390bca77822856a7c589bb7f713ffb915d1a8f6b5ddce91e5cf84189792f7a,11
Knowledge/Research/Sources/1.2_Market_Research.md,PATH:Knowledge/Research/Sources/1.2_Market_Research.md,path_locator_only,knowledge_family/Research,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,68b7015d19ebcf3a6f14d177a8eea6c142aec73a0c5d9ecd9fc1fced98e17e42,1767
Knowledge/Research/Sources/1.2_Market_Research_Template.md,PATH:Knowledge/Research/Sources/1.2_Market_Research_Template.md,path_locator_only,knowledge_family/Research,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,0744574363cd2bf0815df0045b32c6be082afcdc7bbdd5d999d2d2bcbb6d8b99,6941
Knowledge/Research/Sources/GUIDE_Human_AI_Collaboration_Research_Foundation.md,PATH:Knowledge/Research/Sources/GUIDE_Human_AI_Collaboration_Research_Foundation.md,path_locator_only,knowledge_family/Research,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,6a72b3c89f2605173e5300ae5908d526d8976f2b23690e9f57af0a199ef03705,4927
Knowledge/Research/Sources/LB-NOTE-001_Argumentos_Estrategia_Conversa copy.md,PATH:Knowledge/Research/Sources/LB-NOTE-001_Argumentos_Estrategia_Conversa copy.md,path_locator_only,knowledge_family/Research,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,declared:Nota de reflexão,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,8cf03f47abda8cbabc1fb0e8f6e7b099cace34a5310855d725c566ad326c43a0,2993
Knowledge/Research/Sources/LB-NOTE-001_Argumentos_Estrategia_Conversa copy.pdf,PATH:Knowledge/Research/Sources/LB-NOTE-001_Argumentos_Estrategia_Conversa copy.pdf,path_locator_only,knowledge_family/Research,pdf,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,binary,preserve_as_source_or_historical_evidence_pending_lineage,44c67b446a1f5eb9048278057435fa5b078258bed932f538715c90f5ce473822,65922
Knowledge/Research/Sources/README.md,PATH:Knowledge/Research/Sources/README.md,path_locator_only,knowledge_family/Research,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,sha256:0062c9ee8257ba99,utf8,preserve_as_source_or_historical_evidence_pending_lineage,0062c9ee8257ba99b69a244de24abd28ea27d19101d62bab5d9584ccb433e56b,10
Knowledge/Research/Sources/SYMK-NOTE-001_Architectural_Separation_Hypothesis_v0.1.md,SYMK-NOTE-001,detected_in_content,knowledge_family/Research,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,declared:Incubator Note,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,425be848c9042ade0c809df5c170bb67c52a5a9346a18d055400dfc0abd4b478,2320
Knowledge/Research/Sources/SYMK-RES-001_Literature_Landscape_v0.1.md,SYMK-RES-001,detected_in_content,knowledge_family/Research,md,preserved_source_material:tracked,tracked,declared_non_normative,declared:Research Draft,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,a1e186d1252e1274dcad3758949736436ce97d7662c24ad70153e5381646151f,4436
Knowledge/Standards/Assets/README.md,PATH:Knowledge/Standards/Assets/README.md,path_locator_only,knowledge_family/Standards,md,live_repository_path:tracked,tracked,unverified_no_authority_inferred,not_assessed_at_m0,unresolved,sha256:e99a6ed400acbe6a,utf8,preserve_in_place_pending_later_semantic_disposition,e99a6ed400acbe6aee307a6d7dd8d919d4ad9d951be3242162894ac4aaec8af2,9
Knowledge/Standards/Canonical/README.md,PATH:Knowledge/Standards/Canonical/README.md,path_locator_only,knowledge_family/Standards,md,live_repository_path:tracked,tracked,path_claims_canonical_requires_registry_verification,not_assessed_at_m0,unresolved,sha256:9540d6a67018e83a,utf8,preserve_current_placement_pending_governed_canonical_audit,9540d6a67018e83a6b0765b226f328a7b7258da323866f87a9a582db3e2997a8,12
Knowledge/Standards/Curation/CANONICAL_ASSESSMENT.md,PATH:Knowledge/Standards/Curation/CANONICAL_ASSESSMENT.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:c1ee8be28520b108,utf8,preserve_in_place_pending_later_semantic_disposition,c1ee8be28520b108173719e7af36863c765e389f39c4e7b4517277cc61673e55,35
Knowledge/Standards/Curation/DECISION_LOG.md,PATH:Knowledge/Standards/Curation/DECISION_LOG.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:fa4c0d6ef60d4d6f,utf8,preserve_in_place_pending_later_semantic_disposition,fa4c0d6ef60d4d6f00d86a4a0eb0eb3cb9ca63fedf9c4c2e6afb0fb00944034b,27
Knowledge/Standards/Curation/FAMILY_MANIFEST.md,PATH:Knowledge/Standards/Curation/FAMILY_MANIFEST.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:159934ad88090e0f,utf8,preserve_in_place_pending_later_semantic_disposition,159934ad88090e0f88c2ec9673aaff4adbb4e6ed641437753e0f6788a625f037,30
Knowledge/Standards/Curation/INVENTORY.md,PATH:Knowledge/Standards/Curation/INVENTORY.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:4bd3f5d8b8b065ad,utf8,preserve_in_place_pending_later_semantic_disposition,4bd3f5d8b8b065ad7a82ad0cf0a8313a0784015bbaae840c75f5cb7cfb5669ff,24
Knowledge/Standards/Curation/LINEAGE.md,PATH:Knowledge/Standards/Curation/LINEAGE.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:a1725e41479885da,utf8,preserve_in_place_pending_later_semantic_disposition,a1725e41479885daf833a4262c299b1fb7e17c9591c74777336ef97d881e3867,22
Knowledge/Standards/Curation/OPEN_QUESTIONS.md,PATH:Knowledge/Standards/Curation/OPEN_QUESTIONS.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:ee451084a6f54663,utf8,preserve_in_place_pending_later_semantic_disposition,ee451084a6f546631955db72277581724f8d70cc18c3d69e133f4304377c55a6,29
Knowledge/Standards/Curation/QUALITY_REPORT.md,PATH:Knowledge/Standards/Curation/QUALITY_REPORT.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:f343145abbfffbb5,utf8,preserve_in_place_pending_later_semantic_disposition,f343145abbfffbb53abfb7ddde1d2b4d4bd55d9b2e245dd1a0770bd10fdf7227,29
Knowledge/Standards/Curation/README.md,PATH:Knowledge/Standards/Curation/README.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:31c03b6142425333,utf8,preserve_in_place_pending_later_semantic_disposition,31c03b6142425333fe1e1e276fbbf8518f9c2bb261d864583e1bd8d023054b57,11
Knowledge/Standards/Curation/ROADMAP.md,PATH:Knowledge/Standards/Curation/ROADMAP.md,path_locator_only,knowledge_family/Standards,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:4c43011131cd772c,utf8,preserve_in_place_pending_later_semantic_disposition,4c43011131cd772c3de9b9a4bc03d8701c537557f7ef9d5c931d591d585ac393,22
Knowledge/Standards/META.yaml,PATH:Knowledge/Standards/META.yaml,path_locator_only,knowledge_family/Standards,yaml,live_repository_path:tracked,tracked,declared_non_normative,declared:Draft,unresolved,unique,utf8,preserve_in_place_pending_later_semantic_disposition,8d6e799a4c836b49ab3f88a875beb01d8ca549e2b9c75e5ae0047411a1c5e464,45
Knowledge/Standards/README.md,PATH:Knowledge/Standards/README.md,path_locator_only,knowledge_family/Standards,md,live_repository_path:tracked,tracked,unverified_no_authority_inferred,not_assessed_at_m0,unresolved,unique,utf8,preserve_in_place_pending_later_semantic_disposition,a2f74a56d550741351a0ef940f9a1991c00f74f813f02fd55f3d03f146c2dae9,12
Knowledge/Standards/STD-CUR-001_Knowledge_Family_Curation_Standard_v0.1.md,STD-CUR-001\,declared_in_content,knowledge_family/Standards,md,live_repository_path:tracked,tracked,declared_non_normative,declared:Draft v0.1\,unresolved,unique,utf8,preserve_in_place_pending_later_semantic_disposition,7d7a4192c8d61904297e3e9699b57703f64f2eb2093c3900a40fb081adfe3cc4,3146
Knowledge/Standards/Sources/Coding_Rules.docx,PATH:Knowledge/Standards/Sources/Coding_Rules.docx,path_locator_only,knowledge_family/Standards,docx,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,binary,preserve_as_source_or_historical_evidence_pending_lineage,4ff95ef604ee5a3ea8ddeda86195dd704e52441d90f1d428676a050a779482f8,13684
Knowledge/Standards/Sources/Coding_Rules_(patched).docx,PATH:Knowledge/Standards/Sources/Coding_Rules_(patched).docx,path_locator_only,knowledge_family/Standards,docx,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,binary,preserve_as_source_or_historical_evidence_pending_lineage,b5ffe1f493519ac7e8de16af5c0335b0f187103e5f7205a32b4843c0f01bdc69,37087
Knowledge/Standards/Sources/Design_Rules.docx,PATH:Knowledge/Standards/Sources/Design_Rules.docx,path_locator_only,knowledge_family/Standards,docx,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,binary,preserve_as_source_or_historical_evidence_pending_lineage,5bde580d8dbcb6af21fa181ab3b575c91851d6fc4807bd64a06a76b2d494fd49,33443
Knowledge/Standards/Sources/LB-DRAFT-000_Core_Engineering_Standard_v0.1.md,PATH:Knowledge/Standards/Sources/LB-DRAFT-000_Core_Engineering_Standard_v0.1.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,declared_non_normative,declared:Working Draft,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,a4ac32c9e710db8127ad7ab1929dbdf37e1bc8208dfa15a5df651fb10148dcdb,4041
Knowledge/Standards/Sources/LB-DRAFT-002_Knowledge_Primitives_Specification_v0.1.md,PATH:Knowledge/Standards/Sources/LB-DRAFT-002_Knowledge_Primitives_Specification_v0.1.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,declared_non_normative,declared:Working Draft,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,a4f5c2c0fa3602e5f03fe43af0f7f6ca5ce39ccd63e243a869f632d0ccc96d76,2164
Knowledge/Standards/Sources/LB-DRAFT-003_Knowledge_Attributes_Specification_v0.2.md,PATH:Knowledge/Standards/Sources/LB-DRAFT-003_Knowledge_Attributes_Specification_v0.2.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,declared_non_normative,declared:Working Draft,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,6b88f6958aa5a9334165b857f2504d5aad7d4a201232ca046f0ebecc3852d83d,3167
Knowledge/Standards/Sources/LexBrain_O_que_as_pecas_processuais_ensinam.pdf,PATH:Knowledge/Standards/Sources/LexBrain_O_que_as_pecas_processuais_ensinam.pdf,path_locator_only,knowledge_family/Standards,pdf,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,binary,preserve_as_source_or_historical_evidence_pending_lineage,2cb45a8958c2e256de87b64f097a62c0706480d9bd752d84079dc92eaf2f820f,55678
Knowledge/Standards/Sources/Product_Design_Rules.docx,PATH:Knowledge/Standards/Sources/Product_Design_Rules.docx,path_locator_only,knowledge_family/Standards,docx,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,binary,preserve_as_source_or_historical_evidence_pending_lineage,96610c8ab5edd659bb0ae00b2e5e48cbf2722560cea62155c001ebee411e0b64,23966
Knowledge/Standards/Sources/README.md,PATH:Knowledge/Standards/Sources/README.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,sha256:0062c9ee8257ba99,utf8,preserve_as_source_or_historical_evidence_pending_lineage,0062c9ee8257ba99b69a244de24abd28ea27d19101d62bab5d9584ccb433e56b,10
Knowledge/Standards/Sources/STANDARD_SymK_vs_Project_Content_Placement.md,PATH:Knowledge/Standards/Sources/STANDARD_SymK_vs_Project_Content_Placement.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,bb138e37058effa0c40f55981982c14fe111eaa01e006f207cc5eb82d521b36c,1725
Knowledge/Standards/Sources/SYMK-P-003 ╬ôC╠ºo╠ê EspecializacΓòá┬║aΓòáa╠éo por Camadas.md,PATH:Knowledge/Standards/Sources/SYMK-P-003 ╬ôC╠ºo╠ê EspecializacΓòá┬║aΓòáa╠éo por Camadas.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:filesystem_only,filesystem_only,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8;filename_mojibake_suspected,retain_and_recover_filename_later_without_semantic_disposition,fc5baa3c7c9954036ce9e7cab94389a212c8899072142c80a2a92c0c368b2498,227
Knowledge/Standards/Sources/SYMK-P-006  Specification-driven evolution.md,PATH:Knowledge/Standards/Sources/SYMK-P-006  Specification-driven evolution.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,aaff39824b3fddc5707c96409f285ad6a2bf700a07269c86b71f585e40a4104e,172
"Knowledge/Standards/Sources/SYMK-P-007 ╬ôC╠ºo╠ê Stable Products, Evolving Standards.md","PATH:Knowledge/Standards/Sources/SYMK-P-007 ╬ôC╠ºo╠ê Stable Products, Evolving Standards.md",path_locator_only,knowledge_family/Standards,md,preserved_source_material:filesystem_only,filesystem_only,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8;filename_mojibake_suspected,retain_and_recover_filename_later_without_semantic_disposition,c8d3d8aad40fcc1a666207bc73e7941e7ccde8f52448887238545820a4a8c8b8,191
Knowledge/Standards/Sources/SymK_API_Online_Documentation_Guidelines.md,PATH:Knowledge/Standards/Sources/SymK_API_Online_Documentation_Guidelines.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,1599bfa2d92168d993cd4cb76a019639c39195dc2351dbed1b0a4a565ffafebe,4419
Knowledge/Standards/Sources/SymK_Markdown_Rules.md,PATH:Knowledge/Standards/Sources/SymK_Markdown_Rules.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,ab2a4212ec0aa1aaca1d26691414a3c47c828a4039e7f8608998f708b195338e,7465
Knowledge/Standards/Sources/additional_coding_rules.md,PATH:Knowledge/Standards/Sources/additional_coding_rules.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,5ad6fa1041b91aa1979ea1e1191fbaf5c29a91dc3724321af54555c3354c03b4,223
Knowledge/Standards/Sources/coding_rules.md,PATH:Knowledge/Standards/Sources/coding_rules.md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,2d5462b8404809dae804034b1b066d9f3936decc911e2358aef63bd8fef9c703,10114
Knowledge/Standards/Sources/coding_rules_(1).md,PATH:Knowledge/Standards/Sources/coding_rules_(1).md,path_locator_only,knowledge_family/Standards,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,2154830d8b3463d3261b1cea4706144681cb1ec4ec3a7bf272f1eda57c8ff181,16604
Knowledge/Standards/Sources/script_spec_template.json,PATH:Knowledge/Standards/Sources/script_spec_template.json,path_locator_only,knowledge_family/Standards,json,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,ccd6195ffe2e18c5dc52705b7ecb5ac71f04040d26082b5780ffcebfe2109e15,1566
Knowledge/Standards/Sources/sshConnectivity.runtime.schema.yaml,PATH:Knowledge/Standards/Sources/sshConnectivity.runtime.schema.yaml,path_locator_only,knowledge_family/Standards,yaml,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,da5df80ad3b7d226d0b13576473180f255123ddd29e0f8ff744566758c64a0e9,1439
Knowledge/Standards/Sources/sshConnectivity.schema.yaml,PATH:Knowledge/Standards/Sources/sshConnectivity.schema.yaml,path_locator_only,knowledge_family/Standards,yaml,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,3ccbf12719fe65b42f370561ae2f4b4a5c546a3ee08f23fcf95ebdc77e546d7c,967
Knowledge/Standards/Sources/sshMenu.schema.yaml,PATH:Knowledge/Standards/Sources/sshMenu.schema.yaml,path_locator_only,knowledge_family/Standards,yaml,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,d5504673ba58eb86268b3749061a2ffbfe121fff0bade547c7a519953350fca3,3972
Knowledge/Standards/Sources/~$ding_Rules.docx,PATH:Knowledge/Standards/Sources/~$ding_Rules.docx,path_locator_only,knowledge_family/Standards,docx,local_tool_or_os_metadata:ignored,ignored,none_nonsemantic_metadata,non_corpus_technical,unresolved,unique,binary,exclude_from_semantic_corpus_reversible_cleanup_candidate,e71c3169bf7db7b3db079f1ef72f0b879403f59e24c4d0e4921f35cf6d3f5b66,162
Knowledge/Vocabulary/Assets/README.md,PATH:Knowledge/Vocabulary/Assets/README.md,path_locator_only,knowledge_family/Vocabulary,md,live_repository_path:tracked,tracked,unverified_no_authority_inferred,not_assessed_at_m0,unresolved,sha256:e99a6ed400acbe6a,utf8,preserve_in_place_pending_later_semantic_disposition,e99a6ed400acbe6aee307a6d7dd8d919d4ad9d951be3242162894ac4aaec8af2,9
Knowledge/Vocabulary/Canonical/README.md,PATH:Knowledge/Vocabulary/Canonical/README.md,path_locator_only,knowledge_family/Vocabulary,md,live_repository_path:tracked,tracked,path_claims_canonical_requires_registry_verification,not_assessed_at_m0,unresolved,sha256:9540d6a67018e83a,utf8,preserve_current_placement_pending_governed_canonical_audit,9540d6a67018e83a6b0765b226f328a7b7258da323866f87a9a582db3e2997a8,12
Knowledge/Vocabulary/Curation/CANONICAL_ASSESSMENT.md,PATH:Knowledge/Vocabulary/Curation/CANONICAL_ASSESSMENT.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:c1ee8be28520b108,utf8,preserve_in_place_pending_later_semantic_disposition,c1ee8be28520b108173719e7af36863c765e389f39c4e7b4517277cc61673e55,35
Knowledge/Vocabulary/Curation/DECISION_LOG.md,PATH:Knowledge/Vocabulary/Curation/DECISION_LOG.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:fa4c0d6ef60d4d6f,utf8,preserve_in_place_pending_later_semantic_disposition,fa4c0d6ef60d4d6f00d86a4a0eb0eb3cb9ca63fedf9c4c2e6afb0fb00944034b,27
Knowledge/Vocabulary/Curation/FAMILY_MANIFEST.md,PATH:Knowledge/Vocabulary/Curation/FAMILY_MANIFEST.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:159934ad88090e0f,utf8,preserve_in_place_pending_later_semantic_disposition,159934ad88090e0f88c2ec9673aaff4adbb4e6ed641437753e0f6788a625f037,30
Knowledge/Vocabulary/Curation/INVENTORY.md,PATH:Knowledge/Vocabulary/Curation/INVENTORY.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:4bd3f5d8b8b065ad,utf8,preserve_in_place_pending_later_semantic_disposition,4bd3f5d8b8b065ad7a82ad0cf0a8313a0784015bbaae840c75f5cb7cfb5669ff,24
Knowledge/Vocabulary/Curation/LINEAGE.md,PATH:Knowledge/Vocabulary/Curation/LINEAGE.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:a1725e41479885da,utf8,preserve_in_place_pending_later_semantic_disposition,a1725e41479885daf833a4262c299b1fb7e17c9591c74777336ef97d881e3867,22
Knowledge/Vocabulary/Curation/OPEN_QUESTIONS.md,PATH:Knowledge/Vocabulary/Curation/OPEN_QUESTIONS.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:ee451084a6f54663,utf8,preserve_in_place_pending_later_semantic_disposition,ee451084a6f546631955db72277581724f8d70cc18c3d69e133f4304377c55a6,29
Knowledge/Vocabulary/Curation/QUALITY_REPORT.md,PATH:Knowledge/Vocabulary/Curation/QUALITY_REPORT.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:f343145abbfffbb5,utf8,preserve_in_place_pending_later_semantic_disposition,f343145abbfffbb53abfb7ddde1d2b4d4bd55d9b2e245dd1a0770bd10fdf7227,29
Knowledge/Vocabulary/Curation/README.md,PATH:Knowledge/Vocabulary/Curation/README.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:31c03b6142425333,utf8,preserve_in_place_pending_later_semantic_disposition,31c03b6142425333fe1e1e276fbbf8518f9c2bb261d864583e1bd8d023054b57,11
Knowledge/Vocabulary/Curation/ROADMAP.md,PATH:Knowledge/Vocabulary/Curation/ROADMAP.md,path_locator_only,knowledge_family/Vocabulary,md,curation_record:tracked,tracked,unverified_no_authority_inferred,curation_state_unassessed,unresolved,sha256:4c43011131cd772c,utf8,preserve_in_place_pending_later_semantic_disposition,4c43011131cd772c3de9b9a4bc03d8701c537557f7ef9d5c931d591d585ac393,22
Knowledge/Vocabulary/META.yaml,PATH:Knowledge/Vocabulary/META.yaml,path_locator_only,knowledge_family/Vocabulary,yaml,live_repository_path:tracked,tracked,declared_non_normative,declared:Draft,unresolved,unique,utf8,preserve_in_place_pending_later_semantic_disposition,dfb076ab5e43a47eb0f3c8f7decf6359ba9987ad94e9878dce45b5cc59ba8baf,46
Knowledge/Vocabulary/README.md,PATH:Knowledge/Vocabulary/README.md,path_locator_only,knowledge_family/Vocabulary,md,live_repository_path:tracked,tracked,unverified_no_authority_inferred,not_assessed_at_m0,unresolved,unique,utf8,preserve_in_place_pending_later_semantic_disposition,3f4ba1724457830f3ada3b82f02effe880d59b6d9eede92823d81f8eb13e8647,13
Knowledge/Vocabulary/Sources/README.md,PATH:Knowledge/Vocabulary/Sources/README.md,path_locator_only,knowledge_family/Vocabulary,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,sha256:0062c9ee8257ba99,utf8,preserve_as_source_or_historical_evidence_pending_lineage,0062c9ee8257ba99b69a244de24abd28ea27d19101d62bab5d9584ccb433e56b,10
Knowledge/Vocabulary/Sources/philosophical_ontology_reading_path.md,PATH:Knowledge/Vocabulary/Sources/philosophical_ontology_reading_path.md,path_locator_only,knowledge_family/Vocabulary,md,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,51c1eda1f4d433715ae67d78a922e6f292b5521aa14a29e180f074cbe0ef0257,8291
Knowledge/Vocabulary/Sources/vocab.schema.json,PATH:Knowledge/Vocabulary/Sources/vocab.schema.json,path_locator_only,knowledge_family/Vocabulary,json,preserved_source_material:tracked,tracked,unverified_no_authority_inferred,historical_or_source_unassessed,unresolved,unique,utf8,preserve_as_source_or_historical_evidence_pending_lineage,1fab0d7768158704c3fbfb12a0379d231d9bc1c868717b545617690e924a24fd,2206
Knowledge/White_Paper/Assets/Diagrams/.keep,PATH:Knowledge/White_Paper/Assets/Diagrams/.keep,path_locator_only,knowledge_family/White_Paper,no_extension,live_repository_path:tracked,tracked,unverified_no_authority_inferred,not_assessed_at_m0,unresolved,sha256:e3b0c44298fc1c14,empty,preserve_in_place_pending_later_semantic_disposition,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
